Battalion,Station Area,year,month,value,Division
Battalion 01,Station Area 03,2004,12,177,Division 02
Battalion 01,Station Area 03,2005,1,222,Division 02
Battalion 01,Station Area 03,2005,2,181,Division 02
Battalion 01,Station Area 03,2005,3,221,Division 02
Battalion 01,Station Area 03,2005,4,149,Division 02
Battalion 01,Station Area 03,2005,5,216,Division 02
Battalion 01,Station Area 03,2005,6,175,Division 02
Battalion 01,Station Area 03,2005,7,173,Division 02
Battalion 01,Station Area 03,2005,8,204,Division 02
Battalion 01,Station Area 03,2005,9,221,Division 02
Battalion 01,Station Area 03,2005,10,162,Division 02
Battalion 01,Station Area 03,2005,11,197,Division 02
Battalion 01,Station Area 03,2005,12,231,Division 02
Battalion 01,Station Area 03,2006,1,245,Division 02
Battalion 01,Station Area 03,2006,2,148,Division 02
Battalion 01,Station Area 03,2006,3,205,Division 02
Battalion 01,Station Area 03,2006,4,169,Division 02
Battalion 01,Station Area 03,2006,5,134,Division 02
Battalion 01,Station Area 03,2006,6,160,Division 02
Battalion 01,Station Area 03,2006,7,191,Division 02
Battalion 01,Station Area 03,2006,8,194,Division 02
Battalion 01,Station Area 03,2006,9,149,Division 02
Battalion 01,Station Area 03,2006,10,149,Division 02
Battalion 01,Station Area 03,2006,11,173,Division 02
Battalion 01,Station Area 03,2006,12,206,Division 02
Battalion 01,Station Area 03,2007,1,220,Division 02
Battalion 01,Station Area 03,2007,2,153,Division 02
Battalion 01,Station Area 03,2007,3,211,Division 02
Battalion 01,Station Area 03,2007,4,171,Division 02
Battalion 01,Station Area 03,2007,5,182,Division 02
Battalion 01,Station Area 03,2007,6,160,Division 02
Battalion 01,Station Area 03,2007,7,202,Division 02
Battalion 01,Station Area 03,2007,8,166,Division 02
Battalion 01,Station Area 03,2007,9,160,Division 02
Battalion 01,Station Area 03,2007,10,122,Division 02
Battalion 01,Station Area 03,2007,11,204,Division 02
Battalion 01,Station Area 03,2007,12,223,Division 02
Battalion 01,Station Area 03,2008,1,232,Division 02
Battalion 01,Station Area 03,2008,2,165,Division 02
Battalion 01,Station Area 03,2008,3,158,Division 02
Battalion 01,Station Area 03,2008,4,182,Division 02
Battalion 01,Station Area 03,2008,5,184,Division 02
Battalion 01,Station Area 03,2008,6,184,Division 02
Battalion 01,Station Area 03,2008,7,206,Division 02
Battalion 01,Station Area 03,2008,8,229,Division 02
Battalion 01,Station Area 03,2008,9,285,Division 02
Battalion 01,Station Area 03,2008,10,209,Division 02
Battalion 01,Station Area 03,2008,11,182,Division 02
Battalion 01,Station Area 03,2008,12,176,Division 02
Battalion 01,Station Area 03,2009,1,142,Division 02
Battalion 01,Station Area 03,2009,2,217,Division 02
Battalion 01,Station Area 03,2009,3,160,Division 02
Battalion 01,Station Area 03,2009,4,143,Division 02
Battalion 01,Station Area 03,2009,5,166,Division 02
Battalion 01,Station Area 03,2009,6,133,Division 02
Battalion 01,Station Area 03,2009,7,188,Division 02
Battalion 01,Station Area 03,2009,8,168,Division 02
Battalion 01,Station Area 03,2009,9,223,Division 02
Battalion 01,Station Area 03,2009,10,223,Division 02
Battalion 01,Station Area 03,2009,11,206,Division 02
Battalion 01,Station Area 03,2009,12,167,Division 02
Battalion 01,Station Area 03,2010,1,184,Division 02
Battalion 01,Station Area 03,2010,2,165,Division 02
Battalion 01,Station Area 03,2010,3,161,Division 02
Battalion 01,Station Area 03,2010,4,163,Division 02
Battalion 01,Station Area 03,2010,5,158,Division 02
Battalion 01,Station Area 03,2010,6,250,Division 02
Battalion 01,Station Area 03,2010,7,221,Division 02
Battalion 01,Station Area 03,2010,8,175,Division 02
Battalion 01,Station Area 03,2010,9,163,Division 02
Battalion 01,Station Area 03,2010,10,207,Division 02
Battalion 01,Station Area 03,2010,11,232,Division 02
Battalion 01,Station Area 03,2010,12,249,Division 02
Battalion 01,Station Area 03,2011,1,189,Division 02
Battalion 01,Station Area 03,2011,2,279,Division 02
Battalion 01,Station Area 03,2011,3,250,Division 02
Battalion 01,Station Area 03,2011,4,175,Division 02
Battalion 01,Station Area 03,2011,5,158,Division 02
Battalion 01,Station Area 03,2011,6,172,Division 02
Battalion 01,Station Area 03,2011,7,231,Division 02
Battalion 01,Station Area 03,2011,8,167,Division 02
Battalion 01,Station Area 03,2011,9,250,Division 02
Battalion 01,Station Area 03,2011,10,211,Division 02
Battalion 01,Station Area 03,2011,11,253,Division 02
Battalion 01,Station Area 03,2011,12,240,Division 02
Battalion 01,Station Area 03,2012,1,174,Division 02
Battalion 01,Station Area 03,2012,2,225,Division 02
Battalion 01,Station Area 03,2012,3,241,Division 02
Battalion 01,Station Area 03,2012,4,227,Division 02
Battalion 01,Station Area 03,2012,5,232,Division 02
Battalion 01,Station Area 03,2012,6,221,Division 02
Battalion 01,Station Area 03,2012,7,197,Division 02
Battalion 01,Station Area 03,2012,8,259,Division 02
Battalion 01,Station Area 03,2012,9,216,Division 02
Battalion 01,Station Area 03,2012,10,201,Division 02
Battalion 01,Station Area 03,2012,11,212,Division 02
Battalion 01,Station Area 03,2012,12,212,Division 02
Battalion 01,Station Area 03,2013,1,198,Division 02
Battalion 01,Station Area 03,2013,2,180,Division 02
Battalion 01,Station Area 03,2013,3,233,Division 02
Battalion 01,Station Area 03,2013,4,177,Division 02
Battalion 01,Station Area 03,2013,5,190,Division 02
Battalion 01,Station Area 03,2013,6,227,Division 02
Battalion 01,Station Area 03,2013,7,197,Division 02
Battalion 01,Station Area 03,2013,8,269,Division 02
Battalion 01,Station Area 03,2013,9,178,Division 02
Battalion 01,Station Area 03,2013,10,188,Division 02
Battalion 01,Station Area 03,2013,11,148,Division 02
Battalion 01,Station Area 03,2013,12,234,Division 02
Battalion 01,Station Area 03,2014,1,208,Division 02
Battalion 01,Station Area 03,2014,2,183,Division 02
Battalion 01,Station Area 03,2014,3,226,Division 02
Battalion 01,Station Area 03,2014,4,173,Division 02
Battalion 01,Station Area 03,2014,5,227,Division 02
Battalion 01,Station Area 03,2014,6,179,Division 02
Battalion 01,Station Area 03,2014,7,196,Division 02
Battalion 01,Station Area 03,2014,8,168,Division 02
Battalion 01,Station Area 03,2014,9,221,Division 02
Battalion 01,Station Area 03,2014,10,165,Division 02
Battalion 01,Station Area 03,2014,11,228,Division 02
Battalion 01,Station Area 03,2014,12,235,Division 02
Battalion 01,Station Area 03,2015,1,230,Division 02
Battalion 01,Station Area 03,2015,2,183,Division 02
Battalion 01,Station Area 03,2015,3,207,Division 02
Battalion 01,Station Area 03,2015,4,209,Division 02
Battalion 01,Station Area 03,2015,5,243,Division 02
Battalion 01,Station Area 03,2015,6,193,Division 02
Battalion 01,Station Area 03,2015,7,185,Division 02
Battalion 01,Station Area 03,2015,8,202,Division 02
Battalion 01,Station Area 03,2015,9,217,Division 02
Battalion 01,Station Area 03,2015,10,186,Division 02
Battalion 01,Station Area 03,2015,11,232,Division 02
Battalion 01,Station Area 03,2015,12,235,Division 02
Battalion 01,Station Area 03,2016,1,220,Division 02
Battalion 01,Station Area 03,2016,2,180,Division 02
Battalion 01,Station Area 03,2016,3,182,Division 02
Battalion 01,Station Area 03,2016,4,216,Division 02
Battalion 01,Station Area 03,2016,5,203,Division 02
Battalion 01,Station Area 03,2016,6,195,Division 02
Battalion 01,Station Area 03,2016,7,221,Division 02
Battalion 01,Station Area 03,2016,8,215,Division 02
Battalion 01,Station Area 03,2016,9,198,Division 02
Battalion 01,Station Area 03,2016,10,237,Division 02
Battalion 01,Station Area 03,2016,11,167,Division 02
Battalion 01,Station Area 03,2016,12,225,Division 02
Battalion 01,Station Area 03,2017,1,232,Division 02
Battalion 01,Station Area 03,2017,2,175,Division 02
Battalion 01,Station Area 03,2017,3,276,Division 02
Battalion 01,Station Area 03,2017,4,209,Division 02
Battalion 01,Station Area 03,2017,5,224,Division 02
Battalion 01,Station Area 03,2017,6,258,Division 02
Battalion 01,Station Area 03,2017,7,247,Division 02
Battalion 01,Station Area 03,2017,8,268,Division 02
Battalion 01,Station Area 03,2017,9,284,Division 02
Battalion 01,Station Area 03,2017,10,271,Division 02
Battalion 01,Station Area 03,2017,11,306,Division 02
Battalion 01,Station Area 03,2017,12,280,Division 02
Battalion 01,Station Area 03,2018,1,266,Division 02
Battalion 01,Station Area 03,2018,2,213,Division 02
Battalion 01,Station Area 03,2018,3,257,Division 02
Battalion 01,Station Area 03,2018,4,339,Division 02
Battalion 01,Station Area 03,2018,5,250,Division 02
Battalion 01,Station Area 03,2018,6,275,Division 02
Battalion 01,Station Area 03,2018,7,261,Division 02
Battalion 01,Station Area 03,2018,8,250,Division 02
Battalion 01,Station Area 03,2018,9,264,Division 02
Battalion 01,Station Area 03,2018,10,258,Division 02
Battalion 01,Station Area 03,2018,11,220,Division 02
Battalion 01,Station Area 03,2018,12,309,Division 02
Battalion 01,Station Area 03,2019,1,231,Division 02
Battalion 01,Station Area 03,2019,2,203,Division 02
Battalion 01,Station Area 03,2019,3,211,Division 02
Battalion 01,Station Area 03,2019,4,246,Division 02
Battalion 01,Station Area 03,2019,5,278,Division 02
Battalion 01,Station Area 03,2019,6,362,Division 02
Battalion 01,Station Area 03,2019,7,280,Division 02
Battalion 01,Station Area 03,2019,8,328,Division 02
Battalion 01,Station Area 03,2019,9,270,Division 02
Battalion 01,Station Area 03,2019,10,314,Division 02
Battalion 01,Station Area 03,2019,11,256,Division 02
Battalion 01,Station Area 03,2019,12,300,Division 02
Battalion 01,Station Area 03,2020,1,291,Division 02
Battalion 01,Station Area 03,2020,2,339,Division 02
Battalion 01,Station Area 03,2020,3,227,Division 02
Battalion 01,Station Area 03,2020,4,84,Division 02
Battalion 01,Station Area 04,2000,4,43,Division 02
Battalion 01,Station Area 04,2000,5,75,Division 02
Battalion 01,Station Area 04,2000,6,59,Division 02
Battalion 01,Station Area 04,2000,7,12,Division 02
Battalion 01,Station Area 04,2015,12,2,Division 02
Battalion 01,Station Area 04,2016,6,2,Division 02
Battalion 01,Station Area 05,2001,1,1,Division 02
Battalion 01,Station Area 05,2003,9,1,Division 02
Battalion 01,Station Area 05,2005,6,3,Division 02
Battalion 01,Station Area 05,2007,7,6,Division 02
Battalion 01,Station Area 05,2009,10,5,Division 02
Battalion 01,Station Area 05,2012,6,3,Division 02
Battalion 01,Station Area 05,2012,8,1,Division 02
Battalion 01,Station Area 05,2015,8,1,Division 02
Battalion 01,Station Area 05,2016,2,2,Division 02
Battalion 01,Station Area 06,2001,12,3,Division 02
Battalion 01,Station Area 06,2009,11,2,Division 02
Battalion 01,Station Area 06,2012,3,2,Division 02
Battalion 01,Station Area 06,2012,9,4,Division 02
Battalion 01,Station Area 06,2013,6,2,Division 02
Battalion 01,Station Area 06,2015,5,2,Division 02
Battalion 01,Station Area 06,2016,2,2,Division 02
Battalion 01,Station Area 06,2016,5,1,Division 02
Battalion 01,Station Area 07,2002,5,2,Division 02
Battalion 01,Station Area 07,2014,6,4,Division 02
Battalion 01,Station Area 07,2015,6,4,Division 02
Battalion 01,Station Area 08,2006,7,3,Division 02
Battalion 01,Station Area 08,2009,4,3,Division 02
Battalion 01,Station Area 08,2014,1,3,Division 02
Battalion 01,Station Area 08,2014,10,1,Division 02
Battalion 01,Station Area 08,2015,1,2,Division 02
Battalion 01,Station Area 08,2015,3,2,Division 02
Battalion 01,Station Area 08,2015,7,5,Division 02
Battalion 01,Station Area 08,2016,7,6,Division 02
Battalion 01,Station Area 08,2016,11,4,Division 02
Battalion 01,Station Area 08,2016,12,2,Division 02
Battalion 01,Station Area 08,2018,1,2,Division 02
Battalion 01,Station Area 09,2016,12,2,Division 02
Battalion 01,Station Area 10,2003,5,5,Division 02
Battalion 01,Station Area 10,2003,10,1,Division 02
Battalion 01,Station Area 10,2006,1,2,Division 02
Battalion 01,Station Area 10,2007,5,10,Division 02
Battalion 01,Station Area 10,2007,6,3,Division 02
Battalion 01,Station Area 10,2007,7,4,Division 02
Battalion 01,Station Area 10,2007,9,3,Division 02
Battalion 01,Station Area 10,2008,1,12,Division 02
Battalion 01,Station Area 10,2009,11,3,Division 02
Battalion 01,Station Area 10,2010,2,1,Division 02
Battalion 01,Station Area 10,2010,4,5,Division 02
Battalion 01,Station Area 10,2011,6,3,Division 02
Battalion 01,Station Area 10,2012,9,3,Division 02
Battalion 01,Station Area 10,2013,8,3,Division 02
Battalion 01,Station Area 10,2013,12,4,Division 02
Battalion 01,Station Area 10,2015,12,1,Division 02
Battalion 01,Station Area 10,2017,3,2,Division 02
Battalion 01,Station Area 11,2007,2,7,Division 02
Battalion 01,Station Area 11,2008,9,6,Division 02
Battalion 01,Station Area 11,2016,12,1,Division 02
Battalion 01,Station Area 11,2020,1,2,Division 02
Battalion 01,Station Area 12,2008,11,2,Division 02
Battalion 01,Station Area 13,2000,4,403,Division 02
Battalion 01,Station Area 13,2000,5,739,Division 02
Battalion 01,Station Area 13,2000,6,701,Division 02
Battalion 01,Station Area 13,2000,7,731,Division 02
Battalion 01,Station Area 13,2000,8,888,Division 02
Battalion 01,Station Area 13,2000,9,710,Division 02
Battalion 01,Station Area 13,2000,10,728,Division 02
Battalion 01,Station Area 13,2000,11,559,Division 02
Battalion 01,Station Area 13,2000,12,673,Division 02
Battalion 01,Station Area 13,2001,1,740,Division 02
Battalion 01,Station Area 13,2001,2,576,Division 02
Battalion 01,Station Area 13,2001,3,590,Division 02
Battalion 01,Station Area 13,2001,4,651,Division 02
Battalion 01,Station Area 13,2001,5,666,Division 02
Battalion 01,Station Area 13,2001,6,601,Division 02
Battalion 01,Station Area 13,2001,7,639,Division 02
Battalion 01,Station Area 13,2001,8,662,Division 02
Battalion 01,Station Area 13,2001,9,472,Division 02
Battalion 01,Station Area 13,2001,10,765,Division 02
Battalion 01,Station Area 13,2001,11,611,Division 02
Battalion 01,Station Area 13,2001,12,573,Division 02
Battalion 01,Station Area 13,2002,1,646,Division 02
Battalion 01,Station Area 13,2002,2,612,Division 02
Battalion 01,Station Area 13,2002,3,559,Division 02
Battalion 01,Station Area 13,2002,4,617,Division 02
Battalion 01,Station Area 13,2002,5,620,Division 02
Battalion 01,Station Area 13,2002,6,643,Division 02
Battalion 01,Station Area 13,2002,7,631,Division 02
Battalion 01,Station Area 13,2002,8,568,Division 02
Battalion 01,Station Area 13,2002,9,650,Division 02
Battalion 01,Station Area 13,2002,10,741,Division 02
Battalion 01,Station Area 13,2002,11,598,Division 02
Battalion 01,Station Area 13,2002,12,651,Division 02
Battalion 01,Station Area 13,2003,1,697,Division 02
Battalion 01,Station Area 13,2003,2,623,Division 02
Battalion 01,Station Area 13,2003,3,708,Division 02
Battalion 01,Station Area 13,2003,4,629,Division 02
Battalion 01,Station Area 13,2003,5,669,Division 02
Battalion 01,Station Area 13,2003,6,696,Division 02
Battalion 01,Station Area 13,2003,7,637,Division 02
Battalion 01,Station Area 13,2003,8,574,Division 02
Battalion 01,Station Area 13,2003,9,678,Division 02
Battalion 01,Station Area 13,2003,10,674,Division 02
Battalion 01,Station Area 13,2003,11,477,Division 02
Battalion 01,Station Area 13,2003,12,703,Division 02
Battalion 01,Station Area 13,2004,1,537,Division 02
Battalion 01,Station Area 13,2004,2,578,Division 02
Battalion 01,Station Area 13,2004,3,606,Division 02
Battalion 01,Station Area 13,2004,4,590,Division 02
Battalion 01,Station Area 13,2004,5,613,Division 02
Battalion 01,Station Area 13,2004,6,528,Division 02
Battalion 01,Station Area 13,2004,7,612,Division 02
Battalion 01,Station Area 13,2004,8,238,Division 02
Battalion 01,Station Area 13,2004,11,454,Division 02
Battalion 01,Station Area 13,2004,12,536,Division 02
Battalion 01,Station Area 13,2005,1,581,Division 02
Battalion 01,Station Area 13,2005,2,509,Division 02
Battalion 01,Station Area 13,2005,3,517,Division 02
Battalion 01,Station Area 13,2005,4,609,Division 02
Battalion 01,Station Area 13,2005,5,423,Division 02
Battalion 01,Station Area 13,2005,6,505,Division 02
Battalion 01,Station Area 13,2005,7,572,Division 02
Battalion 01,Station Area 13,2005,8,569,Division 02
Battalion 01,Station Area 13,2005,9,513,Division 02
Battalion 01,Station Area 13,2005,10,660,Division 02
Battalion 01,Station Area 13,2005,11,543,Division 02
Battalion 01,Station Area 13,2005,12,604,Division 02
Battalion 01,Station Area 13,2006,1,561,Division 02
Battalion 01,Station Area 13,2006,2,454,Division 02
Battalion 01,Station Area 13,2006,3,545,Division 02
Battalion 01,Station Area 13,2006,4,579,Division 02
Battalion 01,Station Area 13,2006,5,550,Division 02
Battalion 01,Station Area 13,2006,6,612,Division 02
Battalion 01,Station Area 13,2006,7,682,Division 02
Battalion 01,Station Area 13,2006,8,595,Division 02
Battalion 01,Station Area 13,2006,9,569,Division 02
Battalion 01,Station Area 13,2006,10,613,Division 02
Battalion 01,Station Area 13,2006,11,539,Division 02
Battalion 01,Station Area 13,2006,12,554,Division 02
Battalion 01,Station Area 13,2007,1,628,Division 02
Battalion 01,Station Area 13,2007,2,565,Division 02
Battalion 01,Station Area 13,2007,3,606,Division 02
Battalion 01,Station Area 13,2007,4,554,Division 02
Battalion 01,Station Area 13,2007,5,571,Division 02
